Date           Open    High    Low     Close   AdjCl   Volume
Jun 29, 2020   117.40   117.68   116.18   117.55   117.10   749100
Jun 26, 2020   118.12   118.34   115.41   115.82   115.38   1053700
Jun 25, 2020   115.00   118.99   114.66   118.69   118.24   554900
Jun 24, 2020   118.23   118.32   115.07   115.28   114.84   626700
Jun 23, 2020   120.22   120.88   118.29   118.60   118.15   706000
Jun 22, 2020   119.12   120.45   118.13   119.71   119.26   506400
Jun 19, 2020   120.28   122.15   118.41   118.83   118.38   989600
Jun 18, 2020   117.74   119.39   116.71   119.29   118.84   768000
Jun 17, 2020   119.07   119.67   117.91   118.13   117.68   593200
Jun 16, 2020   118.69   120.00   116.09   118.53   118.08   755900
Jun 15, 2020   112.54   118.36   112.23   117.37   116.92   781200
Jun 12, 2020   115.46   115.89   113.13   115.15   114.71   705500
Jun 11, 2020   118.49   118.87   112.72   113.25   112.82   866300
Jun 10, 2020   119.57   120.84   119.38   120.01   119.07   513100
Jun 09, 2020   120.36   121.16   119.15   120.09   119.15   825900
Jun 08, 2020   119.37   121.61   119.27   121.30   120.35   959200
Jun 05, 2020   119.54   120.25   115.33   119.90   118.96   1076100
Jun 04, 2020   119.10   119.37   116.44   117.93   117.00   601200
Jun 03, 2020   119.97   120.73   118.34   119.34   118.40   702800
Jun 02, 2020   119.25   119.80   118.28   119.24   118.30   519200
Jun 01, 2020   119.30   119.87   117.25   118.88   117.95   929500
May 29, 2020   116.32   118.83   115.70   118.46   117.53   831700
May 28, 2020   116.33   117.65   115.57   116.37   115.46   714300
May 27, 2020   117.78   117.99   114.22   115.19   114.28   845900
May 26, 2020   118.42   119.27   116.03   116.28   115.37   611900
May 22, 2020   114.08   115.79   113.83   115.34   114.43   440600
May 21, 2020   113.86   114.70   113.01   113.99   113.09   722000
May 20, 2020   112.99   115.61   112.99   114.71   113.81   531600
May 19, 2020   114.20   115.99   112.42   112.63   111.74   641300
May 18, 2020   114.92   115.91   113.86   114.94   114.04   865300
May 15, 2020   109.79   112.25   108.67   112.08   111.20   2078500
May 14, 2020   107.35   109.67   107.25   109.48   108.62   793200
May 13, 2020   108.52   110.30   107.45   108.89   108.03   927700
May 12, 2020   110.00   110.49   108.20   108.50   107.65   1070400
May 11, 2020   105.98   109.95   105.85   109.24   108.38   683300
May 08, 2020   109.21   109.29   107.08   107.59   106.74   895100
May 07, 2020   106.75   109.22   106.45   107.33   106.49   633600
May 06, 2020   109.77   109.77   105.60   105.63   104.80   710200
May 05, 2020   107.54   109.48   105.94   108.83   107.97   966500
May 04, 2020   105.81   106.63   104.38   106.13   105.30   722700
May 01, 2020   107.00   107.54   105.83   106.62   105.78   730700
Apr 30, 2020   108.75   111.14   108.32   109.67   108.81   693800
Apr 29, 2020   112.75   113.23   111.22   111.60   110.72   827000
Apr 28, 2020   113.53   114.42   110.65   111.21   110.34   1006200
Apr 27, 2020   107.11   111.89   107.00   111.63   110.75   922600
Apr 24, 2020   104.77   105.75   102.97   105.63   104.80   843600
Apr 23, 2020   106.97   106.97   102.82   103.85   103.03   905100
Apr 22, 2020   108.50   108.50   102.80   104.63   103.81   1362700
Apr 21, 2020   107.72   108.86   104.76   105.27   104.44   968400
Apr 20, 2020   109.77   110.88   108.76   109.78   108.92   922800
Apr 17, 2020   111.10   111.91   109.38   111.24   110.37   773800
Apr 16, 2020   106.89   108.93   106.50   108.31   107.46   722700
Apr 15, 2020   106.11   108.11   104.61   106.00   105.17   829900
Apr 14, 2020   105.65   107.88   104.27   107.56   106.71   1384400
Apr 13, 2020   105.29   106.99   102.67   103.29   102.48   805600
Apr 09, 2020   104.78   108.59   104.78   107.92   107.07   740600
Apr 08, 2020   101.53   104.81   101.23   104.13   103.31   744900
Apr 07, 2020   104.72   107.11   100.22   100.94   100.15   1125500
Apr 06, 2020   99.89   102.27   98.07   101.59   100.79   916800
Apr 03, 2020   94.53   95.92   93.57   95.22   94.47   851900
Apr 02, 2020   92.05   94.45   90.33   93.96   93.22   1237100
Apr 01, 2020   90.12   93.29   90.00   92.27   91.54   1058800
Mar 31, 2020   99.52   100.40   94.58   94.95   94.20   1515700
Mar 30, 2020   94.03   99.83   92.81   99.44   98.66   1437400
Mar 27, 2020   90.04   95.44   89.28   92.78   92.05   1127300
Mar 26, 2020   88.05   96.09   88.05   93.82   93.08   1699300
Mar 25, 2020   82.99   91.02   82.28   86.96   86.28   1969100
Mar 24, 2020   76.91   83.19   76.39   82.99   82.34   1975400
Mar 23, 2020   80.57   80.57   71.66   72.86   72.29   1793900
Mar 20, 2020   89.82   89.82   79.67   80.50   79.87   2161500
Mar 19, 2020   91.77   92.60   85.52   88.00   87.31   1753500
Mar 18, 2020   90.44   95.49   89.15   91.57   90.85   2265800
Mar 17, 2020   87.47   95.88   87.00   95.03   94.28   2225400
Mar 16, 2020   87.00   92.78   83.35   85.31   84.64   1417200
Mar 13, 2020   93.15   96.37   85.72   96.05   95.30   1680900
Mar 12, 2020   91.43   93.32   88.30   88.63   87.93   1766600
Mar 11, 2020   101.86   101.96   97.79   99.32   98.07   1827400
Mar 10, 2020   108.32   108.79   102.20   104.70   103.39   1989000
Mar 09, 2020   102.72   108.42   102.46   105.72   104.39   1434200
Mar 06, 2020   110.87   112.29   107.67   110.50   109.11   1260000
Mar 05, 2020   112.57   114.59   111.59   114.10   112.67   1645100
Mar 04, 2020   112.17   116.55   110.50   116.37   114.91   1206500
Mar 03, 2020   110.74   114.07   109.13   110.07   108.69   1317200
Mar 02, 2020   103.00   110.35   103.00   110.12   108.74   1264100
Feb 28, 2020   105.23   105.45   100.47   102.55   101.26   2281000
Feb 27, 2020   112.00   112.51   107.32   107.45   106.10   1342500
Feb 26, 2020   112.47   114.66   112.47   113.02   111.60   948100
Feb 25, 2020   114.91   115.32   111.85   112.41   111.00   963600
Feb 24, 2020   112.84   115.42   112.39   114.74   113.30   1217800
Feb 21, 2020   114.24   115.45   113.99   115.18   113.73   2527200
Feb 20, 2020   115.55   115.80   113.32   114.49   113.05   692300
Feb 19, 2020   115.97   117.33   115.20   115.27   113.82   726400
Feb 18, 2020   113.50   116.16   113.13   115.67   114.22   1085100
Feb 14, 2020   114.64   116.25   114.64   116.20   114.74   530400
Feb 13, 2020   114.17   114.90   113.95   114.40   112.96   409800
Feb 12, 2020   114.90   115.06   112.94   114.06   112.63   582600
Feb 11, 2020   115.72   116.68   114.68   114.80   113.36   463000
Feb 10, 2020   114.12   115.85   114.01   115.73   114.28   941300
Feb 07, 2020   115.97   116.30   114.24   114.33   112.89   959400
Feb 06, 2020   117.21   117.23   115.53   115.85   114.40   910600
Feb 05, 2020   119.24   119.25   115.90   116.47   115.01   1020200
Feb 04, 2020   118.94   120.23   118.46   118.67   117.18   866700
Feb 03, 2020   117.28   118.89   117.03   117.79   116.31   718800
Jan 31, 2020   115.85   116.80   115.55   116.46   115.00   912300
Jan 30, 2020   115.25   116.12   113.40   115.96   114.50   990400
Jan 29, 2020   112.15   115.77   109.76   115.34   113.89   1275100
Jan 28, 2020   109.83   111.59   109.80   111.14   109.74   1058600
Jan 27, 2020   109.13   110.28   109.00   109.78   108.40   979600
Jan 24, 2020   109.66   110.29   109.24   110.21   108.83   695900
Jan 23, 2020   109.05   109.68   108.48   109.63   108.25   483200
Jan 22, 2020   109.38   109.45   108.22   109.14   107.77   585900
Jan 21, 2020   109.12   110.15   108.97   109.25   107.88   733800
Jan 17, 2020   108.46   109.37   108.03   109.31   107.94   790800
Jan 16, 2020   108.56   108.64   107.78   108.31   106.95   1085300
Jan 15, 2020   106.40   108.21   106.40   107.86   106.51   623200
Jan 14, 2020   107.26   107.26   106.33   106.55   105.21   705200
Jan 13, 2020   107.00   107.53   106.83   107.09   105.75   394800
Jan 10, 2020   107.75   107.85   106.78   106.84   105.50   427300
Jan 09, 2020   106.27   107.89   105.99   107.35   106.00   530000
Jan 08, 2020   106.51   106.96   105.24   105.83   104.50   1167000
Jan 07, 2020   108.00   108.26   106.39   106.42   105.08   557700
Jan 06, 2020   107.79   108.26   106.89   108.21   106.85   718400
Jan 03, 2020   106.98   108.48   106.74   108.28   106.92   721600
Jan 02, 2020   107.26   107.96   107.17   107.82   106.47   641300
Dec 31, 2019   107.04   107.56   106.66   107.10   105.76   308800
Dec 30, 2019   108.12   108.12   106.83   107.02   105.68   379300
Dec 27, 2019   107.92   108.28   107.54   107.99   106.63   465500
Dec 26, 2019   106.78   107.80   106.78   107.79   106.44   241200
Dec 24, 2019   107.08   107.42   106.42   106.69   105.35   305700
Dec 23, 2019   107.63   107.90   107.03   107.17   105.82   514800
Dec 20, 2019   107.74   108.00   106.77   107.60   106.25   861200
Dec 19, 2019   106.34   107.36   106.10   107.02   105.68   843700
Dec 18, 2019   106.27   106.62   105.65   105.92   104.59   446100
Dec 17, 2019   105.56   106.29   104.88   106.00   104.67   700500
Dec 16, 2019   105.17   106.72   105.07   105.20   103.88   740600
Dec 13, 2019   103.85   104.54   103.47   104.48   103.17   497900
Dec 12, 2019   103.60   104.48   103.21   104.13   102.82   417700
Dec 11, 2019   104.53   104.97   103.80   103.89   102.12   580100
Dec 10, 2019   104.54   104.76   104.29   104.61   102.83   727000
Dec 09, 2019   105.01   105.11   104.36   104.64   102.86   485100
Dec 06, 2019   105.02   105.62   104.69   105.23   103.44   601700
Dec 05, 2019   105.37   105.40   104.41   104.67   102.89   598800
Dec 04, 2019   104.52   105.63   104.31   105.21   103.42   604000
Dec 03, 2019   103.96   104.99   103.96   104.48   102.70   554200
Dec 02, 2019   104.67   104.77   103.76   104.46   102.68   552500
Nov 29, 2019   104.02   104.87   103.75   104.80   103.02   264700
Nov 27, 2019   105.54   105.54   103.81   104.25   102.48   1656700
Nov 26, 2019   104.81   105.19   104.38   104.83   103.05   535000
Nov 25, 2019   104.79   105.02   104.15   104.64   102.86   767300
Nov 22, 2019   104.56   105.03   103.42   104.37   102.59   712100
Nov 21, 2019   105.97   106.23   104.47   104.74   102.96   774900
Nov 20, 2019   104.98   105.81   104.78   105.70   103.90   697100
Nov 19, 2019   104.80   105.24   103.78   105.07   103.28   888200
Nov 18, 2019   103.78   104.68   103.52   104.60   102.82   972200
Nov 15, 2019   103.11   104.15   102.83   103.59   101.83   2597200
Nov 14, 2019   103.27   103.31   102.39   103.26   101.50   804600
Nov 13, 2019   102.05   103.75   101.24   103.27   101.51   805700
Nov 12, 2019   102.63   102.63   101.30   102.45   100.71   809400
Nov 11, 2019   100.37   102.58   100.22   102.53   100.78   825300
Nov 08, 2019   100.31   101.26   100.16   100.66   98.95   919700
Nov 07, 2019   100.44   100.67   99.16   100.53   98.82   959300
Nov 06, 2019   98.16   100.08   97.98   99.92   98.22   678200
Nov 05, 2019   98.92   99.06   97.90   98.42   96.74   518300
Nov 04, 2019   99.73   99.78   98.53   98.59   96.91   553200
Nov 01, 2019   100.46   100.46   98.67   99.23   97.54   543600
Oct 31, 2019   99.74   100.23   98.97   99.77   98.07   540200
Oct 30, 2019   98.69   100.39   98.13   100.06   98.36   478500
Oct 29, 2019   98.41   100.19   98.12   98.64   96.96   446200
Oct 28, 2019   98.67   99.08   98.15   98.73   97.05   623200
Oct 25, 2019   99.91   100.49   97.42   98.43   96.75   1022000
Oct 24, 2019   102.00   102.00   100.27   100.99   99.27   706300
Oct 23, 2019   99.73   101.56   98.20   101.31   99.59   1365100
Oct 22, 2019   98.06   98.79   96.62   97.86   96.19   1061700
Oct 21, 2019   99.25   99.25   97.59   98.16   96.49   658500
Oct 18, 2019   98.38   99.05   97.65   98.62   96.94   676900
Oct 17, 2019   98.04   98.47   97.67   98.33   96.66   1102000
Oct 16, 2019   97.61   98.24   96.43   98.06   96.39   967300
Oct 15, 2019   98.58   99.02   97.78   97.92   96.25   507700
Oct 14, 2019   99.38   99.66   98.24   98.35   96.68   465300
Oct 11, 2019   99.75   99.83   98.24   99.31   97.62   761600
Oct 10, 2019   97.37   98.91   97.02   98.56   96.88   514700
Oct 09, 2019   97.97   98.26   96.89   97.33   95.67   580500
Oct 08, 2019   98.64   98.64   96.88   97.08   95.43   730100
Oct 07, 2019   98.90   99.86   98.05   99.01   97.32   658000
Oct 04, 2019   97.39   99.34   97.38   99.23   97.54   542400
Oct 03, 2019   95.53   97.18   95.30   97.14   95.49   446600
Oct 02, 2019   97.85   97.95   95.63   95.74   94.11   856600
Oct 01, 2019   99.31   99.33   98.03   98.59   96.91   567100
Sep 30, 2019   100.22   100.43   99.15   99.35   97.66   634500
Sep 27, 2019   102.57   102.80   99.76   100.08   98.38   643100
Sep 26, 2019   102.40   102.40   100.94   101.82   100.09   443000
Sep 25, 2019   101.82   103.05   101.13   102.76   101.01   1140600
Sep 24, 2019   101.32   102.52   100.61   101.37   99.64   1050200
Sep 23, 2019   100.62   101.69   100.06   100.25   98.54   764100
Sep 20, 2019   101.91   101.98   100.59   100.68   98.97   620200
Sep 19, 2019   102.49   103.32   101.17   101.68   99.95   407600
Sep 18, 2019   103.22   103.28   101.27   102.62   100.87   469600
Sep 17, 2019   99.89   103.02   99.27   102.73   100.98   1103200
Sep 16, 2019   99.35   100.52   98.47   99.28   97.59   632000
Sep 13, 2019   99.68   99.89   97.75   99.52   97.83   569500
Sep 12, 2019   98.29   100.01   98.29   99.00   97.31   488100
Sep 11, 2019   98.08   98.60   96.73   98.18   96.05   840300
Sep 10, 2019   102.89   102.89   97.56   98.15   96.02   780700
Sep 09, 2019   104.79   105.26   102.67   102.84   100.61   537400
Sep 06, 2019   102.35   104.44   102.15   104.26   101.99   751600
Sep 05, 2019   100.71   102.11   100.24   102.02   99.80   608900
Sep 04, 2019   100.02   100.17   99.15   99.91   97.74   405000
Sep 03, 2019   99.84   100.10   99.02   99.53   97.37   363900
Aug 30, 2019   100.03   100.39   99.38   99.84   97.67   385200
Aug 29, 2019   99.64   99.83   98.54   99.77   97.60   338800
Aug 28, 2019   98.02   98.59   97.30   98.53   96.39   313700
Aug 27, 2019   99.39   99.39   97.84   98.27   96.13   494100
Aug 26, 2019   98.24   98.70   97.46   98.67   96.53   598200
Aug 23, 2019   99.69   100.45   97.00   97.52   95.40   681400
Aug 22, 2019   99.63   100.42   99.19   100.13   97.95   419600
Aug 21, 2019   99.50   99.50   98.60   99.32   97.16   408500
Aug 20, 2019   99.01   99.69   98.45   98.91   96.76   556600
Aug 19, 2019   98.40   99.68   98.17   99.42   97.26   621500
Aug 16, 2019   97.38   97.97   96.94   97.53   95.41   585900
Aug 15, 2019   95.45   97.35   95.36   96.98   94.87   465900
Aug 14, 2019   96.40   97.50   95.26   95.32   93.25   560500
Aug 13, 2019   96.27   98.48   96.10   97.93   95.80   573200
Aug 12, 2019   97.91   98.17   96.57   96.58   94.48   498500
Aug 09, 2019   97.92   98.97   97.42   98.54   96.40   586900
Aug 08, 2019   96.79   98.38   96.05   98.26   96.12   742600
Aug 07, 2019   94.89   96.48   93.46   96.12   94.03   945000
Aug 06, 2019   95.01   96.14   94.21   95.85   93.77   765900
Aug 05, 2019   97.31   97.33   93.95   94.36   92.31   1072700
Aug 02, 2019   97.72   98.47   96.96   97.95   95.82   775100
Aug 01, 2019   96.20   98.25   96.20   97.65   95.53   986200
Jul 31, 2019   96.98   97.05   95.85   96.37   94.28   592400
Jul 30, 2019   96.34   97.08   95.96   96.80   94.70   587300
Jul 29, 2019   98.09   98.22   96.42   96.67   94.57   599700
Jul 26, 2019   97.79   98.39   97.38   98.06   95.93   774000
Jul 25, 2019   98.23   98.81   97.45   97.61   95.49   1147300
Jul 24, 2019   99.99   100.24   96.27   98.22   96.09   2170500
Jul 23, 2019   101.81   102.56   100.44   100.86   98.67   1174600
Jul 22, 2019   100.50   102.39   99.25   101.78   99.57   730200
Jul 19, 2019   103.14   103.39   101.68   101.73   99.52   664800
Jul 18, 2019   102.51   103.35   102.21   103.14   100.90   706400
Jul 17, 2019   103.25   103.57   102.51   102.64   100.41   803400
Jul 16, 2019   104.45   104.69   103.28   103.29   101.05   664400
Jul 15, 2019   104.36   104.46   103.60   104.22   101.96   520700
Jul 12, 2019   104.23   104.62   103.75   104.28   102.01   532500
Jul 11, 2019   103.04   104.12   102.60   104.01   101.75   774700
Jul 10, 2019   102.17   103.60   102.17   103.02   100.78   906400
Jul 09, 2019   100.55   101.67   100.37   101.61   99.40   458600
Jul 08, 2019   100.91   101.30   100.38   100.84   98.65   839700
Jul 05, 2019   101.28   101.42   100.11   101.05   98.85   768700
Jul 03, 2019   99.23   101.63   99.21   101.42   99.22   1180900
Jul 02, 2019   97.43   99.89   97.01   99.66   97.49   1400100
Jul 01, 2019   97.04   97.45   96.42   97.15   95.04   1031700
Jun 28, 2019   96.09   96.78   96.00   96.17   94.08   904300
Jun 27, 2019   95.16   96.52   95.16   96.17   94.08   579900
Jun 26, 2019   98.00   98.08   94.45   94.61   92.55   1366900
Jun 25, 2019   97.08   98.16   96.62   98.00   95.87   777300
Jun 24, 2019   98.19   98.57   96.30   96.87   94.77   665400
Jun 21, 2019   97.69   98.73   97.48   98.29   96.15   977800
Jun 20, 2019   96.99   97.89   96.53   97.74   95.62   450200
Jun 19, 2019   95.89   96.95   95.44   96.51   94.41   428000
Jun 18, 2019   95.43   96.33   95.26   95.91   93.83   517200
Jun 17, 2019   95.93   96.21   95.07   95.17   93.10   433900
Jun 14, 2019   95.62   95.99   95.00   95.71   93.63   391300
Jun 13, 2019   95.30   95.52   94.29   95.44   93.37   478400
Jun 12, 2019   94.96   95.71   94.76   95.45   92.92   530700
Jun 11, 2019   97.25   97.47   95.13   95.26   92.73   439600
Jun 10, 2019   96.60   97.11   96.25   96.67   94.10   433500
Jun 07, 2019   96.05   96.96   95.54   96.16   93.61   607500
Jun 06, 2019   96.25   96.33   95.34   95.89   93.34   601100
Jun 05, 2019   93.04   96.32   92.98   96.18   93.63   976300
Jun 04, 2019   91.50   92.94   91.02   92.76   90.30   650100
Jun 03, 2019   90.60   91.48   90.17   90.71   88.30   638600
May 31, 2019   90.33   90.99   89.73   90.64   88.23   541200
May 30, 2019   90.60   91.50   90.29   90.65   88.24   472500
May 29, 2019   90.02   90.44   89.62   90.34   87.94   508500
May 28, 2019   90.11   91.25   89.96   89.97   87.58   671500
May 24, 2019   90.42   90.91   89.81   90.03   87.64   327700
May 23, 2019   89.47   90.48   89.18   90.02   87.63   542500
May 22, 2019   90.81   91.05   90.07   90.36   87.96   591700
May 21, 2019   90.88   91.51   90.86   91.28   88.86   553100
May 20, 2019   90.00   90.45   89.80   90.26   87.86   415900
May 17, 2019   90.69   91.06   90.17   90.30   87.90   822800
May 16, 2019   90.87   91.21   90.15   90.93   88.52   593400
May 15, 2019   90.68   91.52   90.26   90.76   88.35   398500
May 14, 2019   91.15   92.19   91.08   91.17   88.75   590700
May 13, 2019   91.32   91.32   90.21   90.90   88.49   617000
May 10, 2019   90.88   92.60   90.40   92.51   90.05   593700
May 09, 2019   90.15   91.38   89.58   91.16   88.74   400200
May 08, 2019   90.81   91.57   90.57   90.99   88.57   367200
May 07, 2019   92.09   92.49   90.45   90.90   88.49   455400
May 06, 2019   91.72   92.92   91.05   92.73   90.27   391100
May 03, 2019   92.61   92.95   92.03   92.12   89.67   420700
May 02, 2019   92.45   92.95   91.98   92.26   89.81   689800
May 01, 2019   92.19   93.32   91.63   92.32   89.87   716200
Apr 30, 2019   91.44   92.32   91.34   92.20   89.75   707200
Apr 29, 2019   90.00   91.60   89.84   91.45   89.02   628200
Apr 26, 2019   89.63   90.09   88.76   89.86   87.47   791500
Apr 25, 2019   88.85   89.58   88.22   89.44   87.07   734400
Apr 24, 2019   89.89   91.29   87.97   89.18   86.81   940900
Apr 23, 2019   89.76   90.19   89.35   89.65   87.27   1251600
Apr 22, 2019   89.92   90.11   89.30   89.73   87.35   475500
Apr 18, 2019   90.28   90.56   89.80   89.99   87.60   556400
Apr 17, 2019   89.81   90.36   89.52   90.20   87.81   457100
Apr 16, 2019   88.84   89.85   88.46   89.75   87.37   536800
Apr 15, 2019   87.80   88.67   87.39   88.47   86.12   368200
Apr 12, 2019   87.76   87.97   86.93   87.80   85.47   647200
Apr 11, 2019   87.65   87.81   86.52   87.03   84.72   895800
Apr 10, 2019   87.86   87.94   87.07   87.50   85.18   600400
Apr 09, 2019   88.34   88.87   87.45   87.70   85.37   396800
Apr 08, 2019   88.61   89.38   87.99   88.76   86.40   567400
Apr 05, 2019   89.43   89.48   88.18   88.59   86.24   780400
Apr 04, 2019   89.30   89.63   88.67   89.18   86.81   487800
Apr 03, 2019   89.60   89.88   89.00   89.30   86.93   674100
Apr 02, 2019   88.30   89.09   88.10   89.01   86.65   677800
Apr 01, 2019   88.23   88.57   87.64   88.40   86.05   648900
Mar 29, 2019   87.26   87.83   86.90   87.49   85.17   1221600
Mar 28, 2019   86.22   86.80   85.85   86.74   84.44   625900
Mar 27, 2019   85.79   86.22   85.19   86.10   83.81   1095800
Mar 26, 2019   85.36   85.93   84.94   85.82   83.54   541000
Mar 25, 2019   83.95   85.34   83.95   84.91   82.66   725700
Mar 22, 2019   83.81   84.33   83.31   83.89   81.66   725300
Mar 21, 2019   83.08   84.66   83.08   84.35   82.11   593200
Mar 20, 2019   84.15   84.47   83.20   83.36   81.15   571000
Mar 19, 2019   84.57   85.30   83.82   84.14   81.91   524500
Mar 18, 2019   83.80   84.44   83.80   84.24   82.00   668400
Mar 15, 2019   84.00   84.60   83.41   83.55   81.33   1149400
Mar 14, 2019   84.72   85.01   83.81   83.99   81.76   847800
Mar 13, 2019   84.19   85.97   83.90   85.05   82.36   1067600
Mar 12, 2019   84.35   84.45   83.78   83.82   81.17   849900
Mar 11, 2019   83.76   84.33   83.74   84.02   81.37   910800
Mar 08, 2019   85.23   85.47   82.22   83.44   80.80   1574500
Mar 07, 2019   87.67   87.67   85.71   85.97   83.25   2420000
Mar 06, 2019   88.96   89.00   87.29   87.67   84.90   981100
Mar 05, 2019   90.15   90.30   88.40   88.74   85.94   841400
Mar 04, 2019   92.17   92.49   89.59   90.15   87.30   791700
Mar 01, 2019   92.21   92.51   91.65   91.99   89.08   663800
Feb 28, 2019   90.87   91.59   90.87   91.57   88.68   654300
Feb 27, 2019   90.86   91.40   90.72   90.80   87.93   1046600
Feb 26, 2019   90.15   91.24   90.00   91.10   88.22   1245000
Feb 25, 2019   89.42   90.56   89.41   90.14   87.29   1238500
Feb 22, 2019   88.10   89.10   88.10   89.04   86.23   686000
Feb 21, 2019   88.16   88.25   87.65   88.07   85.29   960500
Feb 20, 2019   87.75   88.09   87.22   88.08   85.30   755000
Feb 19, 2019   87.47   88.19   87.43   87.82   85.05   702400
Feb 15, 2019   87.57   87.78   86.95   87.76   84.99   878600
Feb 14, 2019   87.23   88.94   86.53   87.16   84.41   1292800
Feb 13, 2019   87.83   88.32   87.68   87.99   85.21   564100
Feb 12, 2019   86.99   87.81   86.92   87.57   84.80   498900
Feb 11, 2019   87.28   87.39   86.39   86.70   83.96   556900
Feb 08, 2019   86.56   87.09   85.82   87.06   84.31   523600
Feb 07, 2019   86.53   86.91   85.77   86.82   84.08   610300
Feb 06, 2019   86.88   87.12   86.46   86.93   84.18   478900
Feb 05, 2019   87.06   87.06   86.11   86.81   84.07   684700
Feb 04, 2019   87.41   87.44   85.89   86.96   84.21   820800
Feb 01, 2019   88.04   88.69   86.85   87.38   84.62   715400
Jan 31, 2019   86.38   88.16   86.10   88.04   85.26   790800
